orden_nro,estado,finalizada,entrega,cliente,cuit,fecha_emision,fecha_entrega,deposito_origen,responsable,linea,id_articulo,codigo,articulo,marca,cantidad,cant_entregada,pendiente,um,precio,monto_pendiente,notas,notas_linea
300042556,Confirmada,False,Pendiente,COMIZZO deportes,30-6546709-5,29/06/2026,26/06/2026,Depósito Terminado,pu-nea,33,PU1025GTGMM44,p9-906807-14,Puma 6807-14 Puma Inv. Sneaker 3P Gt/Gm/M4 4,Puma,24.0000,0.0000,24.0000,uni,6153.4000,147681.60000000,30 dias 8% emb 1 y emb 3,
300042556,Confirmada,False,Pendiente,COMIZZO deportes,30-6546709-5,29/06/2026,26/06/2026,Depósito Terminado,pu-nea,34,PU1025GTGMM45,p9-906807-14,Puma 6807-14 Puma Inv. Sneaker 3P Gt/Gm/M4 5,Puma,24.0000,0.0000,24.0000,uni,6153.4000,147681.60000000,30 dias 8% emb 1 y emb 3,
300042556,Confirmada,False,Pendiente,COMIZZO deportes,30-6546709-5,29/06/2026,26/06/2026,Depósito Terminado,pu-nea,35,PU595BLBLBL5,q1-7312-892574/01,PUMA 6110-01 Sport 3P Bl/Bl/Bl 5,Puma,12.0000,0.0000,12.0000,uni,7179.0000,86148.00000000,30 dias 8% emb 1 y emb 3,
300042556,Confirmada,False,Pendiente,COMIZZO deportes,30-6546709-5,29/06/2026,26/06/2026,Depósito Terminado,pu-nea,36,PU595GMM4NE5,q2-7312-892574/02,PUMA 2574-02 Sport 3P Gm/M4/Ne 5,Puma,24.0000,0.0000,24.0000,uni,7179.0000,172296.00000000,30 dias 8% emb 1 y emb 3,
300042556,Confirmada,False,Pendiente,COMIZZO deportes,30-6546709-5,29/06/2026,26/06/2026,Depósito Terminado,pu-nea,37,PU595NENENE5,q3-7312-892574/03,PUMA 2574-03 Sport 3P Ne/Ne/Ne 5,Puma,12.0000,0.0000,12.0000,uni,7179.0000,86148.00000000,30 dias 8% emb 1 y emb 3,
300042556,Confirmada,False,Pendiente,COMIZZO deportes,30-6546709-5,29/06/2026,26/06/2026,Depósito Terminado,pu-nea,38,PU3765NENEGM5,r1-883765/02,PUMA 3765-02 Lifestyle Sock 3P Ne/Ne/Gm 5,Puma,12.0000,0.0000,12.0000,uni,7691.8000,92301.60000000,30 dias 8% emb 1 y emb 3,
300042556,Confirmada,False,Pendiente,COMIZZO deportes,30-6546709-5,29/06/2026,26/06/2026,Depósito Terminado,pu-nea,39,PU8372AOAEMN5,r12-938372-04,Puma 8372-04 New Generation Crew 3P Ao/Ae/Mn 5,Puma,12.0000,0.0000,12.0000,uni,8717.5000,104610.00000000,30 dias 8% emb 1 y emb 3,
300042556,Confirmada,False,Pendiente,COMIZZO deportes,30-6546709-5,29/06/2026,26/06/2026,Depósito Terminado,pu-nea,40,PU7940BLGMNE5,r15-907940-03,Puma 7940-03 Crew Sock Light Bl/Gm/Ne 5,Puma,12.0000,0.0000,12.0000,uni,8717.5000,104610.00000000,30 dias 8% emb 1 y emb 3,
300042556,Confirmada,False,Pendiente,COMIZZO deportes,30-6546709-5,29/06/2026,26/06/2026,Depósito Terminado,pu-nea,41,PU8393AOAEMN4,r5-938393-04,Puma 8393-04 Unisex New Quarter 3P Ao/Ae/Mn 4,Puma,12.0000,0.0000,12.0000,uni,7435.4000,89224.80000000,30 dias 8% emb 1 y emb 3,
300042556,Confirmada,False,Pendiente,COMIZZO deportes,30-6546709-5,29/06/2026,26/06/2026,Depósito Terminado,pu-nea,42,PU8393AOAEMN5,r5-938393-04,Puma 8393-04 Unisex New Quarter 3P Ao/Ae/Mn 5,Puma,36.0000,0.0000,36.0000,uni,7435.4000,267674.40000000,30 dias 8% emb 1 y emb 3,
300042556,Confirmada,False,Pendiente,COMIZZO deportes,30-6546709-5,29/06/2026,26/06/2026,Depósito Terminado,pu-nea,43,PU8022BLBLBL6,y1-888022/01,Puma 8022-01 Sport XL Px3 Bl/Bl/Bl 6,Puma,12.0000,0.0000,12.0000,uni,7179.0000,86148.00000000,30 dias 8% emb 1 y emb 3,
300042556,Confirmada,False,Pendiente,COMIZZO deportes,30-6546709-5,29/06/2026,26/06/2026,Depósito Terminado,pu-nea,44,PU8022NEGMBL6,y2-888022/02,Puma 8022-02 Sport XXL Px3 Ne/Gm/Bl 6,Puma,24.0000,0.0000,24.0000,uni,7179.0000,172296.00000000,30 dias 8% emb 1 y emb 3,
300042556,Confirmada,False,Pendiente,COMIZZO deportes,30-6546709-5,29/06/2026,26/06/2026,Depósito Terminado,pu-nea,45,SEPU56NEBL4,z15-950056-03,Puma 950056-03 Traction Crew Sock 1P Negro/Blanco 4,Puma,12.0000,0.0000,12.0000,par,6153.4000,73840.80000000,30 dias 8% emb 1 y emb 3,
300042556,Confirmada,False,Pendiente,COMIZZO deportes,30-6546709-5,29/06/2026,26/06/2026,Depósito Terminado,pu-nea,46,SEPU56BLNE5,z16-950056-01,Puma 950056-01 Traction Crew Sock 1P Blanco/Negro 5,Puma,12.0000,0.0000,12.0000,par,6153.4000,73840.80000000,30 dias 8% emb 1 y emb 3,
300042556,Confirmada,False,Pendiente,COMIZZO deportes,30-6546709-5,29/06/2026,26/06/2026,Depósito Terminado,pu-nea,47,SEPU56MNBL5,z16-950056-02,Puma 950056-02 Traction Crew Sock 1P Marino/Blanco 5,Puma,12.0000,0.0000,12.0000,par,6153.4000,73840.80000000,30 dias 8% emb 1 y emb 3,
300042556,Confirmada,False,Pendiente,COMIZZO deportes,30-6546709-5,29/06/2026,26/06/2026,Depósito Terminado,pu-nea,48,SEPU56NEBL5,z16-950056-03,Puma 950056-03 Traction Crew Sock 1P Negro/Blanco 5,Puma,36.0000,0.0000,36.0000,par,6153.4000,221522.40000000,30 dias 8% emb 1 y emb 3,
300042539,Confirmada,False,Parcial,cosanelli,,22/06/2026,23/06/2026,Depósito Terminado,patricia,9,PU8022NEGMBL6,y2-888022/02,Puma 8022-02 Sport XXL Px3 Ne/Gm/Bl 6,Puma,24.0000,0.0000,24.0000,uni,7179.0000,172296.00000000,,
300042568,Confirmada,False,Pendiente,DABRA  MOOV,,06/07/2026,06/07/2026,Depósito Terminado,patricia,14,PU7944NENE5,e3-907944-01,Puma 7944-01 Crew Heritage 2P Ne/Ne 5,Puma,654.0000,0.0000,654.0000,uni,6666.2000,4359694.80000000,,"<Notas>
  <Nota>
    <CUIT />
    <Cliente>DABRA  MOOV</Cliente>
    <Direccion />
    <Telefono />
    <Expreso />
    <DireccionExpreso />
    <Notas />
  </Nota>
</Notas>"
300042568,Confirmada,False,Pendiente,DABRA  MOOV,,06/07/2026,06/07/2026,Depósito Terminado,patricia,15,PU7944BLBL5,e3-907944-02,Puma 7944-02 Crew Heritage 2P Bl/Bl 5,Puma,294.0000,0.0000,294.0000,uni,6666.2000,1959862.80000000,,
300042568,Confirmada,False,Pendiente,DABRA  MOOV,,06/07/2026,06/07/2026,Depósito Terminado,patricia,16,PU8382NENE4,e4-938382-01,Puma 8382-01 Cushioned Sneaker 2P Ne/Ne 4,Puma,792.0000,0.0000,792.0000,uni,5230.3000,4142397.60000000,,
300042568,Confirmada,False,Pendiente,DABRA  MOOV,,06/07/2026,06/07/2026,Depósito Terminado,patricia,17,PU8382GMGM4,e4-938382-03,Puma 8382-03 Cushioned Sneaker 2P Gm/Gm 4,Puma,792.0000,0.0000,792.0000,uni,5230.3000,4142397.60000000,,
300042568,Confirmada,False,Pendiente,DABRA  MOOV,,06/07/2026,06/07/2026,Depósito Terminado,patricia,18,PU8382FUBL4,e4-938382-16,Puma 8382-16 Cushioned Sneaker 2P Fu/Bl 4,Puma,792.0000,0.0000,792.0000,uni,5230.3000,4142397.60000000,,
300042568,Confirmada,False,Pendiente,DABRA  MOOV,,06/07/2026,06/07/2026,Depósito Terminado,patricia,19,PU6800NENE4,k6-906800/01,Puma 6800-01 Cushioned Sneaker Px2 Ne/Ne 4,Puma,792.0000,0.0000,792.0000,uni,4871.3000,3858069.60000000,,
300042568,Confirmada,False,Pendiente,DABRA  MOOV,,06/07/2026,06/07/2026,Depósito Terminado,patricia,20,PU6800BLBL5,k6-906800/02,Puma 6800-02 Cushioned Sneaker Px2 Bl/Bl 5,Puma,828.0000,0.0000,828.0000,uni,4871.3000,4033436.40000000,,
300042568,Confirmada,False,Pendiente,DABRA  MOOV,,06/07/2026,06/07/2026,Depósito Terminado,patricia,21,PU6800NENE5,k69-906800/01,Puma 6800-01 Cushioned Sneaker Px2 Ne/Ne 5,Puma,828.0000,0.0000,828.0000,uni,4871.3000,4033436.40000000,,
300042568,Confirmada,False,Pendiente,DABRA  MOOV,,06/07/2026,06/07/2026,Depósito Terminado,patricia,22,PU6800BLBL4,k69-906800/02,Puma 6800-02 Cushioned Sneaker Px2 Bl/Bl 4,Puma,792.0000,0.0000,792.0000,uni,4871.3000,3858069.60000000,,
300042568,Confirmada,False,Pendiente,DABRA  MOOV,,06/07/2026,06/07/2026,Depósito Terminado,patricia,23,PU1015BLBLBL4,n99-906978/07,Puma 6978-07 Quarter 3P Bl/Bl/Bl 4,Puma,108.0000,0.0000,108.0000,uni,6666.2000,719949.60000000,,
300042568,Confirmada,False,Pendiente,DABRA  MOOV,,06/07/2026,06/07/2026,Depósito Terminado,patricia,24,PU1015NENENE4,o0-906978/03,Puma 6978-03 Quarter 3P Ne/Ne/Ne 4,Puma,198.0000,0.0000,198.0000,uni,6666.2000,1319907.60000000,,
300042568,Confirmada,False,Pendiente,DABRA  MOOV,,06/07/2026,06/07/2026,Depósito Terminado,patricia,25,PU1015BLNEGM4,o0-906978/21,Puma 6978-21 Quarter 3P Bl/Ne/Gm 4,Puma,144.0000,0.0000,144.0000,uni,6666.2000,959932.80000000,,
300042568,Confirmada,False,Pendiente,DABRA  MOOV,,06/07/2026,06/07/2026,Depósito Terminado,patricia,26,PU681BLBLBL5,o1-906978/07,PUMA 6978-07 Quarter 3P  Bl/Bl/Bl 5,Puma,126.0000,0.0000,126.0000,uni,6666.2000,839941.20000000,,
300042568,Confirmada,False,Pendiente,DABRA  MOOV,,06/07/2026,06/07/2026,Depósito Terminado,patricia,27,PU681NENENE5,o2-906978/03,PUMA 6978-03 Quarter 3P  Ne/Ne/Ne 5,Puma,198.0000,0.0000,198.0000,uni,6666.2000,1319907.60000000,,
300042568,Confirmada,False,Pendiente,DABRA  MOOV,,06/07/2026,06/07/2026,Depósito Terminado,patricia,28,PU681BLNEGM5,o2-906978/21,PUMA 6978-21 Quarter 3P Bl/Ne/Gm 5,Puma,144.0000,0.0000,144.0000,uni,6666.2000,959932.80000000,,
300042568,Confirmada,False,Pendiente,DABRA  MOOV,,06/07/2026,06/07/2026,Depósito Terminado,patricia,29,PU1025BLBLBL4,o5-906807/03,Puma 6807-03 Inv. Sneaker 3P Bl/Bl/Bl 4,Puma,72.0000,0.0000,72.0000,uni,6153.4000,443044.80000000,,
300042568,Confirmada,False,Pendiente,DABRA  MOOV,,06/07/2026,06/07/2026,Depósito Terminado,patricia,30,PU1025NENENE4,o6-906807/01,Puma 6807-01 Inv. Sneaker 3P Ne/Ne/Ne 4,Puma,222.0000,0.0000,222.0000,uni,6153.4000,1366054.80000000,,
300042568,Confirmada,False,Pendiente,DABRA  MOOV,,06/07/2026,06/07/2026,Depósito Terminado,patricia,31,PU1025BLNEGM4,o7-906807/15,Puma 6807-15 Inv. Sneaker 3P Bl/Ne/Gm 4,Puma,150.0000,0.0000,150.0000,uni,6153.4000,923010.00000000,,
300042568,Confirmada,False,Pendiente,DABRA  MOOV,,06/07/2026,06/07/2026,Depósito Terminado,patricia,32,PU504NENENE5,p1-906807/01,PUMA 6807-01 Inv. Sneakers 3P Ne/Ne/Ne 5,Puma,222.0000,0.0000,222.0000,uni,6153.4000,1366054.80000000,,
300042568,Confirmada,False,Pendiente,DABRA  MOOV,,06/07/2026,06/07/2026,Depósito Terminado,patricia,33,PU504BLBLBL5,p1-906807/03,PUMA 6807-03 Inv. Sneakers 3P Bl/Bl/Bl 5,Puma,72.0000,0.0000,72.0000,uni,6153.4000,443044.80000000,,
300042568,Confirmada,False,Pendiente,DABRA  MOOV,,06/07/2026,06/07/2026,Depósito Terminado,patricia,34,PU504BLNEGM5,p1-906807/15,PUMA 6807-15 Inv. Sneakers 3P Bl/Ne/Gm 5,Puma,150.0000,0.0000,150.0000,uni,6153.4000,923010.00000000,,
300042568,Confirmada,False,Pendiente,DABRA  MOOV,,06/07/2026,06/07/2026,Depósito Terminado,patricia,35,PU1025RSBLGM4,p13-906807/20,Puma 6807-20 Inv. Sneaker 3P Rs/Bl/Gm 4,Puma,462.0000,0.0000,462.0000,uni,6153.4000,2842870.80000000,,
300042568,Confirmada,False,Pendiente,DABRA  MOOV,,06/07/2026,06/07/2026,Depósito Terminado,patricia,36,PU3765NENEGM5,r1-883765/02,PUMA 3765-02 Lifestyle Sock 3P Ne/Ne/Gm 5,Puma,840.0000,0.0000,840.0000,uni,7691.8000,6461112.00000000,,
300042568,Confirmada,False,Pendiente,DABRA  MOOV,,06/07/2026,06/07/2026,Depósito Terminado,patricia,37,PU3765BLBLGM5,r1-883765/03,PUMA 3765-03 Lifestyle Sock 3P Bl/Bl/Gm 5,Puma,612.0000,0.0000,612.0000,uni,7691.8000,4707381.60000000,,
300042568,Confirmada,False,Pendiente,DABRA  MOOV,,06/07/2026,06/07/2026,Depósito Terminado,patricia,38,PU7374BLBLBL3,v4-907374/05,Puma 7374-05 Kids Invisible Bl/Bl/Bl 3,Puma,300.0000,0.0000,300.0000,uni,5127.7000,1538310.00000000,,
300042493,Confirmada,False,Pendiente,DAMIAN GIAGANTE,23282191369,03/06/2026,03/06/2026,Depósito Terminado,RE-Dami,1,RE3000BLBLBL5,3000-1,Reef 3000 Logo Prog Crew Bl/Bl/Bl 5,Reef,348.0000,0.0000,348.0000,uni,5999.5000,2087826.00000000,DONATO JOSE!!!! SIN FC,"<Notas>
  <Nota>
    <CUIT>23282191369</CUIT>
    <Cliente>DAMIAN GIAGANTE</Cliente>
    <Direccion>B LA RESERVA</Direccion>
    <Telefono>2914130395</Telefono>
    <Expreso>TRANSPORTE TRANSVITALE</Expreso>
    <DireccionExpreso>Barrio La Reserva</DireccionExpreso>
    <Notas>DONATO JOSE!!!! SIN FC</Notas>
  </Nota>
</Notas>"
300042493,Confirmada,False,Pendiente,DAMIAN GIAGANTE,23282191369,03/06/2026,03/06/2026,Depósito Terminado,RE-Dami,2,RE3000NENENE5,3000-2,Reef 3000 Logo Prog Crew Ne/Ne/Ne 5,Reef,120.0000,0.0000,120.0000,uni,5999.5000,719940.00000000,DONATO JOSE!!!! SIN FC,
300042312,Confirmada,False,Parcial,DEPOR JEAN (RED SPORT),,27/02/2026,27/02/2026,Depósito Terminado,soledad,1,SERS709BL4,,RED SPORT 709 Antideslizante Blanco 4,RED SPORT,120.0000,110.0000,10.0000,par,0.0000,0E-8,,"<Notas>
  <Nota>
    <CUIT />
    <Cliente>DEPOR JEAN (RED SPORT)</Cliente>
    <Direccion />
    <Telefono />
    <Expreso />
    <DireccionExpreso />
    <Notas />
  </Nota>
</Notas>"
300042312,Confirmada,False,Parcial,DEPOR JEAN (RED SPORT),,27/02/2026,27/02/2026,Depósito Terminado,soledad,2,SERS709BL5,,RED SPORT 709 Antideslizante Blanco 5,RED SPORT,240.0000,24.0000,216.0000,par,0.0000,0E-8,,
300042312,Confirmada,False,Parcial,DEPOR JEAN (RED SPORT),,27/02/2026,27/02/2026,Depósito Terminado,soledad,4,SERS709NE5,,RED SPORT 709 Antideslizante Negro 5,RED SPORT,360.0000,310.0000,50.0000,par,0.0000,0E-8,,
300042546,Confirmada,False,Parcial,DINOSAURIO,,25/06/2026,25/06/2026,Depósito Terminado,pu-raul2,3,PU7964NENE3,c2-907964-01,Puma 7964-01 CLYDE JUNIOR Q Ne/Ne 3,Puma,60.0000,0.0000,60.0000,uni,4614.9000,276894.00000000,Sucursal Ruta 20,
300042546,Confirmada,False,Parcial,DINOSAURIO,,25/06/2026,25/06/2026,Depósito Terminado,pu-raul2,5,PU7964MNBL3,c2-907964-03,Puma 7964-03 CLYDE JUNIOR Q Mn/Bl 3,Puma,60.0000,0.0000,60.0000,uni,4614.9000,276894.00000000,Sucursal Ruta 20,
300042546,Confirmada,False,Parcial,DINOSAURIO,,25/06/2026,25/06/2026,Depósito Terminado,pu-raul2,6,PU7964RSBL3,c2-907964-04,Puma 7964-04 CLYDE JUNIOR Q Rs/Bl 3,Puma,60.0000,12.0000,48.0000,uni,4614.9000,221515.20000000,Sucursal Ruta 20,
300042546,Confirmada,False,Parcial,DINOSAURIO,,25/06/2026,25/06/2026,Depósito Terminado,pu-raul2,8,PU2392BLBL3,d1-2392-907959/02,Puma 7959-02 Separate Tees Bl/Bl 3,Puma,48.0000,0.0000,48.0000,uni,4358.5000,209208.00000000,Sucursal Ruta 20,
300042546,Confirmada,False,Parcial,DINOSAURIO,,25/06/2026,25/06/2026,Depósito Terminado,pu-raul2,13,PU7953MNAZ5,e5-907953-03,Puma 7953-03 BWT LIFESTYLE Q Mn/Az 5,Puma,60.0000,0.0000,60.0000,uni,4717.5000,283050.00000000,Sucursal Ruta 20,
300042546,Confirmada,False,Parcial,DINOSAURIO,,25/06/2026,25/06/2026,Depósito Terminado,pu-raul2,15,PU8020GMGM4,j7-938020-03,Puma 8020-03 Women Heart Short Sock Gm/Gm 4,Puma,96.0000,0.0000,96.0000,uni,6153.4000,590726.40000000,Sucursal Ruta 20,
300042546,Confirmada,False,Parcial,DINOSAURIO,,25/06/2026,25/06/2026,Depósito Terminado,pu-raul2,23,PU8372NENENE5,r11-938372-02,Puma 8372-02 New Generation Crew 3P Ne/Ne/Ne 5,Puma,60.0000,0.0000,60.0000,uni,8717.5000,523050.00000000,Sucursal Ruta 20,
300042547,Confirmada,False,Parcial,DINOSAURIO,,25/06/2026,25/06/2026,Depósito Terminado,pu-raul2,3,PU2392AZAZ3,d1-2392-907959/04,Puma 7959-04 Separate Tees Az/Az 3,Puma,48.0000,0.0000,48.0000,uni,4358.5000,209208.00000000,Sucursal Leticia (San Vicente),
300042547,Confirmada,False,Parcial,DINOSAURIO,,25/06/2026,25/06/2026,Depósito Terminado,pu-raul2,7,PU7953MNAZ5,e5-907953-03,Puma 7953-03 BWT LIFESTYLE Q Mn/Az 5,Puma,60.0000,0.0000,60.0000,uni,4717.5000,283050.00000000,Sucursal Leticia (San Vicente),
300042547,Confirmada,False,Parcial,DINOSAURIO,,25/06/2026,25/06/2026,Depósito Terminado,pu-raul2,9,PU8020GMGM4,j7-938020-03,Puma 8020-03 Women Heart Short Sock Gm/Gm 4,Puma,60.0000,0.0000,60.0000,uni,6153.4000,369204.00000000,Sucursal Leticia (San Vicente),
300042547,Confirmada,False,Parcial,DINOSAURIO,,25/06/2026,25/06/2026,Depósito Terminado,pu-raul2,15,PU595BLBLBL5,q1-7312-892574/01,PUMA 6110-01 Sport 3P Bl/Bl/Bl 5,Puma,96.0000,0.0000,96.0000,uni,7179.0000,689184.00000000,Sucursal Leticia (San Vicente),
300042548,Confirmada,False,Parcial,DINOSAURIO,,25/06/2026,25/06/2026,Depósito Terminado,pu-raul2,1,PU7964NENE3,c2-907964-01,Puma 7964-01 CLYDE JUNIOR Q Ne/Ne 3,Puma,60.0000,0.0000,60.0000,uni,4614.9000,276894.00000000,Sucursal CVL,"<Notas>
  <Nota>
    <CUIT />
    <Cliente>DINOSAURIO</Cliente>
    <Direccion />
    <Telefono />
    <Expreso />
    <DireccionExpreso />
    <Notas>Sucursal CVL</Notas>
  </Nota>
</Notas>"
300042548,Confirmada,False,Parcial,DINOSAURIO,,25/06/2026,25/06/2026,Depósito Terminado,pu-raul2,2,PU7964BLBL3,c2-907964-02,Puma 7964-02 CLYDE JUNIOR Q Bl/Bl 3,Puma,60.0000,0.0000,60.0000,uni,4614.9000,276894.00000000,Sucursal CVL,
300042548,Confirmada,False,Parcial,DINOSAURIO,,25/06/2026,25/06/2026,Depósito Terminado,pu-raul2,3,PU7964MNBL3,c2-907964-03,Puma 7964-03 CLYDE JUNIOR Q Mn/Bl 3,Puma,60.0000,0.0000,60.0000,uni,4614.9000,276894.00000000,Sucursal CVL,
300042548,Confirmada,False,Parcial,DINOSAURIO,,25/06/2026,25/06/2026,Depósito Terminado,pu-raul2,7,PU2392AZAZ3,d1-2392-907959/04,Puma 7959-04 Separate Tees Az/Az 3,Puma,48.0000,24.0000,24.0000,uni,4358.5000,104604.00000000,Sucursal CVL,
300042548,Confirmada,False,Parcial,DINOSAURIO,,25/06/2026,25/06/2026,Depósito Terminado,pu-raul2,8,PU7944NENE5,e3-907944-01,Puma 7944-01 Crew Heritage 2P Ne/Ne 5,Puma,144.0000,0.0000,144.0000,uni,6666.2000,959932.80000000,Sucursal CVL,
300042548,Confirmada,False,Parcial,DINOSAURIO,,25/06/2026,25/06/2026,Depósito Terminado,pu-raul2,9,PU7944BLBL5,e3-907944-02,Puma 7944-02 Crew Heritage 2P Bl/Bl 5,Puma,60.0000,0.0000,60.0000,uni,6666.2000,399972.00000000,Sucursal CVL,
300042548,Confirmada,False,Parcial,DINOSAURIO,,25/06/2026,25/06/2026,Depósito Terminado,pu-raul2,11,PU7953MNAZ5,e5-907953-03,Puma 7953-03 BWT LIFESTYLE Q Mn/Az 5,Puma,60.0000,18.0000,42.0000,uni,4717.5000,198135.00000000,Sucursal CVL,
300042548,Confirmada,False,Parcial,DINOSAURIO,,25/06/2026,25/06/2026,Depósito Terminado,pu-raul2,13,PU8020GMGM4,j7-938020-03,Puma 8020-03 Women Heart Short Sock Gm/Gm 4,Puma,60.0000,0.0000,60.0000,uni,6153.4000,369204.00000000,Sucursal CVL,
300042548,Confirmada,False,Parcial,DINOSAURIO,,25/06/2026,25/06/2026,Depósito Terminado,pu-raul2,24,PU3765BLBLGM5,r1-883765/03,PUMA 3765-03 Lifestyle Sock 3P Bl/Bl/Gm 5,Puma,60.0000,0.0000,60.0000,uni,7691.8000,461508.00000000,Sucursal CVL,
300042548,Confirmada,False,Parcial,DINOSAURIO,,25/06/2026,25/06/2026,Depósito Terminado,pu-raul2,25,PU8372BLBLBL4,r10-938372-01,Puma 8372-01 New Generation Crew 3P Bl/Bl/Bl 4,Puma,60.0000,0.0000,60.0000,uni,8717.5000,523050.00000000,Sucursal CVL,
300042548,Confirmada,False,Parcial,DINOSAURIO,,25/06/2026,25/06/2026,Depósito Terminado,pu-raul2,26,PU8372BLBLBL5,r10-938372-01,Puma 8372-01 New Generation Crew 3P Bl/Bl/Bl 5,Puma,60.0000,0.0000,60.0000,uni,8717.5000,523050.00000000,Sucursal CVL,
300042548,Confirmada,False,Parcial,DINOSAURIO,,25/06/2026,25/06/2026,Depósito Terminado,pu-raul2,28,PU8372NENENE5,r11-938372-02,Puma 8372-02 New Generation Crew 3P Ne/Ne/Ne 5,Puma,96.0000,0.0000,96.0000,uni,8717.5000,836880.00000000,Sucursal CVL,
300042549,Confirmada,False,Parcial,DINOSAURIO,,25/06/2026,25/06/2026,Depósito Terminado,pu-raul2,1,PU7964NENE3,c2-907964-01,Puma 7964-01 CLYDE JUNIOR Q Ne/Ne 3,Puma,48.0000,0.0000,48.0000,uni,4614.9000,221515.20000000,Sucursal SALSIPUEDES,"<Notas>
  <Nota>
    <CUIT />
    <Cliente>DINOSAURIO</Cliente>
    <Direccion />
    <Telefono />
    <Expreso />
    <DireccionExpreso />
    <Notas>Sucursal SALSIPUEDES</Notas>
  </Nota>
</Notas>"
300042549,Confirmada,False,Parcial,DINOSAURIO,,25/06/2026,25/06/2026,Depósito Terminado,pu-raul2,2,PU7964BLBL3,c2-907964-02,Puma 7964-02 CLYDE JUNIOR Q Bl/Bl 3,Puma,48.0000,0.0000,48.0000,uni,4614.9000,221515.20000000,Sucursal SALSIPUEDES,
300042549,Confirmada,False,Parcial,DINOSAURIO,,25/06/2026,25/06/2026,Depósito Terminado,pu-raul2,3,PU7964MNBL3,c2-907964-03,Puma 7964-03 CLYDE JUNIOR Q Mn/Bl 3,Puma,24.0000,0.0000,24.0000,uni,4614.9000,110757.60000000,Sucursal SALSIPUEDES,
300042549,Confirmada,False,Parcial,DINOSAURIO,,25/06/2026,25/06/2026,Depósito Terminado,pu-raul2,8,PU7944NENE5,e3-907944-01,Puma 7944-01 Crew Heritage 2P Ne/Ne 5,Puma,120.0000,0.0000,120.0000,uni,6666.2000,799944.00000000,Sucursal SALSIPUEDES,
300042549,Confirmada,False,Parcial,DINOSAURIO,,25/06/2026,25/06/2026,Depósito Terminado,pu-raul2,9,PU7944BLBL5,e3-907944-02,Puma 7944-02 Crew Heritage 2P Bl/Bl 5,Puma,60.0000,0.0000,60.0000,uni,6666.2000,399972.00000000,Sucursal SALSIPUEDES,
300042549,Confirmada,False,Parcial,DINOSAURIO,,25/06/2026,25/06/2026,Depósito Terminado,pu-raul2,19,PU3765BLBLGM5,r1-883765/03,PUMA 3765-03 Lifestyle Sock 3P Bl/Bl/Gm 5,Puma,60.0000,0.0000,60.0000,uni,7691.8000,461508.00000000,Sucursal SALSIPUEDES,
300042550,Confirmada,False,Parcial,DINOSAURIO,,25/06/2026,25/06/2026,Depósito Terminado,pu-raul2,1,PU7964NENE3,c2-907964-01,Puma 7964-01 CLYDE JUNIOR Q Ne/Ne 3,Puma,48.0000,0.0000,48.0000,uni,4614.9000,221515.20000000,Sucursal 60 cuadras,"<Notas>
  <Nota>
    <CUIT />
    <Cliente>DINOSAURIO</Cliente>
    <Direccion />
    <Telefono />
    <Expreso />
    <DireccionExpreso />
    <Notas>Sucursal 60 cuadras</Notas>
  </Nota>
</Notas>"
300042550,Confirmada,False,Parcial,DINOSAURIO,,25/06/2026,25/06/2026,Depósito Terminado,pu-raul2,2,PU7964BLBL3,c2-907964-02,Puma 7964-02 CLYDE JUNIOR Q Bl/Bl 3,Puma,48.0000,30.0000,18.0000,uni,4614.9000,83068.20000000,Sucursal 60 cuadras,
300042550,Confirmada,False,Parcial,DINOSAURIO,,25/06/2026,25/06/2026,Depósito Terminado,pu-raul2,3,PU7964MNBL3,c2-907964-03,Puma 7964-03 CLYDE JUNIOR Q Mn/Bl 3,Puma,24.0000,0.0000,24.0000,uni,4614.9000,110757.60000000,Sucursal 60 cuadras,
300042550,Confirmada,False,Parcial,DINOSAURIO,,25/06/2026,25/06/2026,Depósito Terminado,pu-raul2,8,PU7944NENE5,e3-907944-01,Puma 7944-01 Crew Heritage 2P Ne/Ne 5,Puma,96.0000,0.0000,96.0000,uni,6666.2000,639955.20000000,Sucursal 60 cuadras,
300042550,Confirmada,False,Parcial,DINOSAURIO,,25/06/2026,25/06/2026,Depósito Terminado,pu-raul2,9,PU7944BLBL5,e3-907944-02,Puma 7944-02 Crew Heritage 2P Bl/Bl 5,Puma,60.0000,48.0000,12.0000,uni,6666.2000,79994.40000000,Sucursal 60 cuadras,
300042550,Confirmada,False,Parcial,DINOSAURIO,,25/06/2026,25/06/2026,Depósito Terminado,pu-raul2,13,PU8020GMGM4,j7-938020-03,Puma 8020-03 Women Heart Short Sock Gm/Gm 4,Puma,60.0000,0.0000,60.0000,uni,6153.4000,369204.00000000,Sucursal 60 cuadras,
300042550,Confirmada,False,Parcial,DINOSAURIO,,25/06/2026,25/06/2026,Depósito Terminado,pu-raul2,16,PU3765BLBLGM5,r1-883765/03,PUMA 3765-03 Lifestyle Sock 3P Bl/Bl/Gm 5,Puma,60.0000,0.0000,60.0000,uni,7691.8000,461508.00000000,Sucursal 60 cuadras,
