best_id_articulo,best_codigo,best_articulo,best_marca,best_modelos,best_colores,best_color_mode,best_talle,best_pack,best_variant_codes,status,confianza,score,razon,admin_IDArt,admin_id_manual,admin_NombreArticulo,admin_CodArtProv,admin_pack,admin_talle,admin_color_mode,admin_tipo_art_fab,candidatos_n,alt1_IDArt,alt1_nombre,alt1_score,alt2_IDArt,alt2_nombre,alt2_score,dict_version
PU8643RSBE4,e7-938643-05,Puma 8643-05 Heritage Toe Sneaker 2P Rs/Be 4,Puma,8643|938643,RS/BE,mix,4,2,8643-05|908643-05|938643-05,MATCH_ALTO,alta,126,B_model+variant_code+talle+pack+color_solid_partial_mix+color_tok_1+marca+jaccard_0.54,769,938643,938643-05 T4 Puma Heritage Toe Sneaker Rs/Cr 2P,938643-05 T110,2,4,solid,Terminado,7,768,938643-08 T4 Puma Heritage Toe Sneaker Li/Cr 2P,75,1383,938643-00 T4 Puma Heritage Toe Sneaker Su/Su 2P 2da,75,2026-07-10-v3
PU8652LIBL3,c3-938652-03,Puma 8652-03 Kids Heart Logo Short Crew 2P Li/Bl 3,Puma,8652|938652,BL,solid,3,2,8652-03|908652-03|938652-03,MATCH_ALTO,alta,122,B_model+variant_code+talle+pack+color_logo_vs_solid+color_tok_1+marca+jaccard_0.64,772,938652,938652-03 T3 Puma Kids Heart Logo Crew Li/Bl 2P,938652-03 T100,2,3,logo,Terminado,7,773,938652-04 T3 Puma Kids Heart Logo Crew Rs/Bl 2P,99,1373,938652-00 T3 Puma Kids Heart Logo Crew Su/Su 2P 2da,95,2026-07-10-v3
PU8652RSBL3,c3-938652-04,Puma 8652-04 Kids Heart Logo Short Crew 2P Rs/Bl 3,Puma,8652|938652,RS/BL,mix,3,2,8652-04|908652-04|938652-04,MATCH_ALTO,alta,150,B_model+variant_code+talle+pack+color_logo_as_mix_partial+color_tok_2+marca+jaccard_0.64,773,938652,938652-04 T3 Puma Kids Heart Logo Crew Rs/Bl 2P,938652-04 T100,2,3,logo,Terminado,7,772,938652-03 T3 Puma Kids Heart Logo Crew Li/Bl 2P,109,1073,8652-04 T3 Puma Kids Heart Logo Crew Blanco Logo Rosa 1Par,92,2026-07-10-v3
RE3000BLBLBL5,3000-1,Reef 3000 Logo Prog Crew Bl/Bl/Bl 5,Reef,3000,BL/BL/BL,solid,5,3,,MATCH_ALTO,alta,95,B_model+talle+pack+marca,157,3000,3000-02 T5 Reef Logo Program Crew Negro 3P,3000-01 T39/43,3,5,logo,Terminado,3,155,3000-03 T5 Reef Logo Program Crew Bl/Ne/Gr 3P,83,156,3000-01 T5 Reef Logo Program Crew Blanco 3P,83,2026-07-10-v3
RE3080BLBLBL3,3080-1,Reef 3080 KIDS LOGO PROG CREW Bl/Bl/Bl 3,Reef,3080,BL/BL/BL,solid,3,3,,MATCH_ALTO,alta,95,B_model+talle+pack+marca,1295,3080,3080-02 T3 Reef Kids Logo Program Crew Negro 3P,3080-02 T30/34,3,3,logo,Terminado,3,1296,3080-03 T3 Reef Kids Logo Program Crew Bl/Ne/Gr 3P,84,158,3080-01 T3 Reef Kids Logo Program Crew Blanco 3P,83,2026-07-10-v3
RE3080BLNEGR3,3080-3,Reef 3080 KIDS LOGO PROG CREW Bl/Ne/Gr 3,Reef,3080,BL/NE/GR,mix,3,3,,MATCH_ALTO,alta,117,B_model+talle+pack+color_logo_as_mix_partial+color_tok_3+marca+jaccard_0.57,1296,3080,3080-03 T3 Reef Kids Logo Program Crew Bl/Ne/Gr 3P,3080-03 T30/34,3,3,logo,Terminado,3,158,3080-01 T3 Reef Kids Logo Program Crew Blanco 3P,108,1295,3080-02 T3 Reef Kids Logo Program Crew Negro 3P,108,2026-07-10-v3
RE3120BLNEGR4,3120-1 T4,Reef 3120 INV SNEAKER Bl/Ne/Gr 4,Reef,3120,BL/NE/GR,mix,4,3,,MATCH_ALTO,alta,96,B_model+talle+pack+color_solid_partial_mix+color_tok_3+marca+jaccard_0.50,165,3120,3120-01 T4 Reef Invisible Sneaker Bl/Ne/Gr 3P,3120-01 T35/39,3,4,solid,Terminado,9,166,3120-03 T4 Reef Invisible Sneaker Blanco 3P,86,168,3120-02 T4 Reef Invisible Sneaker Negro 3P,86,2026-07-10-v3
RE3120BLNEGR5,3120-1 T5,Reef 3120 INV SNEAKER Bl/Ne/Gr 5,Reef,3120,BL/NE/GR,mix,5,3,,MATCH_ALTO,alta,96,B_model+talle+pack+color_solid_partial_mix+color_tok_3+marca+jaccard_0.50,169,3120,3120-01 T5 Reef Invisible Sneaker Bl/Ne/Gr 3P,3120-01 T39/43,3,5,solid,Terminado,9,170,3120-03 T5 Reef Invisible Sneaker Blanco 3P,86,172,3120-02 T5 Reef Invisible Sneaker Negro 3P,86,2026-07-10-v3
RE3300BLNEGR5,3300-1,Reef 3300 REEF MT SNEAKER Bl/Ne/Gr 5,Reef,3300,BL/NE/GR,mix,5,3,,MATCH_ALTO,alta,98,B_model+talle+pack+color_solid_partial_mix+color_tok_3+marca+jaccard_0.64,188,3300,3300-01 T5 Reef MT Sneaker Bl/Ne/Gr 3P,3300-01 T39/43,3,5,solid,Terminado,3,189,3300-02 T5 Reef MT Sneaker Blanco 3P,88,190,3300-03 T5 Reef MT Sneaker Negro 3P,88,2026-07-10-v3
RE3300NENENE5,3300-3,Reef 3300 REEF MT SNEAKER Ne/Ne/Ne 5,Reef,3300,NE/NE/NE,solid,5,3,,MATCH_ALTO,alta,126,B_model+talle+pack+color_solid+marca+jaccard_0.40,190,3300,3300-03 T5 Reef MT Sneaker Negro 3P,3300-03 T39/43,3,5,solid,Terminado,3,188,3300-01 T5 Reef MT Sneaker Bl/Ne/Gr 3P,74,189,3300-02 T5 Reef MT Sneaker Blanco 3P,71,2026-07-10-v3
SEKP609BL5,KP609,Kamp 609 Kamp Pantorrilleras Blanco 5,Kamp ,609,BL,solid,5,,,MATCH_ALTO,alta,103,B_model+talle+color_solid+marca+jaccard_0.57,333,609,609 T5 Kamp Pantorrilleras Blanco 1P,,1,5,solid,Terminado,1,,,,,,,2026-07-10-v3
SEKP611BL5,KP611,Kamp 611 Kamp Antideslizantes Blanco 5,Kamp ,611,BL,solid,5,,,MATCH_ALTO,alta,102,B_model+talle+color_solid+marca+jaccard_0.50,349,611,611 T5 Kamp Medias Antideslizantes Blanco 1Par,,1,5,solid,Fabricado,7,346,611 T4 Kamp Medias Antideslizantes Blanco 1Par,57,350,611 T5 Kamp Medias Antideslizantes Marino 1Par,45,2026-07-10-v3
SEKP611NE4,KP611,Kamp 611 Kamp Antideslizantes Negro 4,Kamp ,611,NE,solid,4,,,MATCH_ALTO,alta,102,B_model+talle+color_solid+marca+jaccard_0.50,348,611,611 T4 Kamp Medias Antideslizantes Negro 1Par,,1,4,solid,Fabricado,7,351,611 T5 Kamp Medias Antideslizantes Negro 1Par,57,346,611 T4 Kamp Medias Antideslizantes Blanco 1Par,45,2026-07-10-v3
SEKP611NE5,KP611,Kamp 611 Kamp Antideslizantes Negro 5,Kamp ,611,NE,solid,5,,,MATCH_ALTO,alta,102,B_model+talle+color_solid+marca+jaccard_0.50,351,611,611 T5 Kamp Medias Antideslizantes Negro 1Par,,1,5,solid,Fabricado,7,348,611 T4 Kamp Medias Antideslizantes Negro 1Par,57,349,611 T5 Kamp Medias Antideslizantes Blanco 1Par,45,2026-07-10-v3
SEPU56BLNE4,z15-950056-01,Puma 950056-01 Traction Crew Sock 1P Blanco/Negro 4,Puma,950056,BL,solid,4,,950056-01,MATCH_ALTO,alta,140,B_model+variant_code+talle+color_solid+marca+jaccard_0.73,292,950056,950056-01 T4 Puma Traction Crew Sock Blanco 1P,950056-01 T110,1,4,solid,Terminado,6,295,950056-01 T5 Puma Traction Crew Sock Blanco 1P,95,294,950056-03 T4 Puma Traction Crew Sock Negro 1P,48,2026-07-10-v3
SEPU56BLNE5,z16-950056-01,Puma 950056-01 Traction Crew Sock 1P Blanco/Negro 5,Puma,950056,BL,solid,5,,950056-01,MATCH_ALTO,alta,140,B_model+variant_code+talle+color_solid+marca+jaccard_0.73,295,950056,950056-01 T5 Puma Traction Crew Sock Blanco 1P,950056-01 T120,1,5,solid,Terminado,6,292,950056-01 T4 Puma Traction Crew Sock Blanco 1P,95,297,950056-03 T5 Puma Traction Crew Sock Negro 1P,48,2026-07-10-v3
SEPU56MNBL5,z16-950056-02,Puma 950056-02 Traction Crew Sock 1P Marino/Blanco 5,Puma,950056,MN,solid,5,,950056-02,MATCH_ALTO,alta,140,B_model+variant_code+talle+color_solid+marca+jaccard_0.73,296,950056,950056-02 T5 Puma Traction Crew Sock Marino 1P,950056-02 T120,1,5,solid,Terminado,6,293,950056-02 T4 Puma Traction Crew Sock Marino 1P,95,295,950056-01 T5 Puma Traction Crew Sock Blanco 1P,48,2026-07-10-v3
SEPU56NEBL4,z15-950056-03,Puma 950056-03 Traction Crew Sock 1P Negro/Blanco 4,Puma,950056,NE,solid,4,,950056-03,MATCH_ALTO,alta,140,B_model+variant_code+talle+color_solid+marca+jaccard_0.73,294,950056,950056-03 T4 Puma Traction Crew Sock Negro 1P,950056-03 T110,1,4,solid,Terminado,6,297,950056-03 T5 Puma Traction Crew Sock Negro 1P,95,292,950056-01 T4 Puma Traction Crew Sock Blanco 1P,48,2026-07-10-v3
SEPU56NEBL5,z16-950056-03,Puma 950056-03 Traction Crew Sock 1P Negro/Blanco 5,Puma,950056,NE,solid,5,,950056-03,MATCH_ALTO,alta,140,B_model+variant_code+talle+color_solid+marca+jaccard_0.73,297,950056,950056-03 T5 Puma Traction Crew Sock Negro 1P,950056-03 T120,1,5,solid,Terminado,6,294,950056-03 T4 Puma Traction Crew Sock Negro 1P,95,295,950056-01 T5 Puma Traction Crew Sock Blanco 1P,48,2026-07-10-v3
VA510MNMN4,VA510,Varios 510 SOX Bipacks LISA Mn/Mn 4,Varios,510,MN/MN,solid,4,2,,MATCH_ALTO,alta,116,B_model+talle+pack+color_solid,266,510,510-05 T4 BS Medias Antideslizante Marino 2P,510-05 T35/39,2,4,solid,Terminado,9,271,510-05 T5 BS Medias Antideslizante Marino 2P,71,264,510-01 T4 BS Medias Antideslizante Bl/Ne 2P,61,2026-07-10-v3
VA510MNMN5,VA510,Varios 510 SOX Bipacks LISA Mn/Mn 5,Varios,510,MN/MN,solid,5,2,,MATCH_ALTO,alta,116,B_model+talle+pack+color_solid,271,510,510-05 T5 BS Medias Antideslizante Marino 2P,510-05 T40/43,2,5,solid,Terminado,9,266,510-05 T4 BS Medias Antideslizante Marino 2P,71,269,510-01 T5 BS Medias Antideslizante Bl/Ne 2P,61,2026-07-10-v3
VA510NENE5,VA510,Varios 510 SOX Bipacks LISA Ne/Ne 5,Varios,510,NE/NE,solid,5,2,,MATCH_ALTO,alta,116,B_model+talle+pack+color_solid,272,510,510-02 T5 BS Medias Antideslizante Negro 2P,510-02 T40/43,2,5,solid,Terminado,9,267,510-02 T4 BS Medias Antideslizante Negro 2P,71,269,510-01 T5 BS Medias Antideslizante Bl/Ne 2P,65,2026-07-10-v3
LE7862GTM45,LE7862,Levis (7862)7864-M004 Reg Cut Wordmark Logo 2P Gt/M4 5,Levis,7862|7864,GT/M4,mix,5,2,7864-M004|907864-M004,MATCH_BAJO,baja,55,B_model+talle+pack_mismatch_1par+color_logo_as_mix_partial+color_tok_1+marca+jaccard_0.47,1121,,7864 T5 Levis Reg Cut Wordmark Logo M4 Logo Gtopo 1Par,,1,5,logo,Fabricado,4,1118,7864 T5 Levis Reg Cut Wordmark Logo Marino Logo Aero 1Par,35,1120,7864 T5 Levis Reg Cut Wordmark Logo Negro Logo Gris 1Par,35,2026-07-10-v3
PU1315AZCE3,b4-1315-892570/01,Puma 3340-16 Kids inv. Sneakers 2P Az/Ce 3,Puma,1315|3340,AZ,solid,3,2,3340-16|903340-16,MATCH_BAJO,baja,69,B_model+talle+pack+color_solid_diff+marca,42,1315,892570-04 T3 Puma Kids invisible Sneakers Negro 2P,,2,3,solid,Terminado,6,825,3340 T3 Puma Kids Invisible Blanco Logo Negro 1Par,37,826,3340 T3 Puma Kids Invisible Rosa Logo Chicle 1Par,37,2026-07-10-v3
PU1315RSCH3,b2-1315-892570/03,PUMA 3340-43 Kids inv. Sneakers 2P Rs/Ch 3,Puma,1315|3340,RS,solid,3,2,3340-43|903340-43,MATCH_BAJO,baja,69,B_model+talle+pack+color_solid_diff+marca,42,1315,892570-04 T3 Puma Kids invisible Sneakers Negro 2P,,2,3,solid,Terminado,6,823,3340 T3 Puma Kids Invisible Azul Logo Celeste 1Par,37,824,3340 T3 Puma Kids Invisible Celeste Logo Azul 1Par,37,2026-07-10-v3
PU595GMM4NE5,q2-7312-892574/02,PUMA 2574-02 Sport 3P Gm/M4/Ne 5,Puma,595|7312|2574,GM/M4/NE,mix,5,3,2574-02|902574-02,MATCH_BAJO,baja,55,B_model+talle+pack_mismatch_1par+color_logo_as_mix_partial+color_tok_2+marca,815,,2574 T5 Puma Sport M4 Logo Negro 1Par,,1,5,logo,Fabricado,4,814,2574 T5 Puma Sport Gmel Logo Negro 1Par,54,812,2574 T5 Puma Sport Blanco Logo Negro 1Par,36,2026-07-10-v3
PU6512FUGRBL5,u3-6512-892576/02,Puma 2576-02 Unisex Sneakers Half Terry 3P Fu/Gr/Bl 5,Puma,6512|2576,FU/GR/BL,mix,5,3,2576-02|902576-02,MATCH_BAJO,baja,55,B_model+talle+pack_mismatch_1par+color_logo_as_mix_partial+color_tok_2+marca,822,,2576 T5 Puma Sneakers Half Terry Fucsia Logo Blanco 1Par,,1,5,logo,Fabricado,7,816,2576 T5 Puma Sneakers Half Terry Blanco Logo Negro 1Par,37,818,2576 T5 Puma Sneakers Half Terry Blanco Logo Gris 1Par,37,2026-07-10-v3
VA510RORO5,VA510,Varios 510 SOX Bipacks LISA Ro/Ro 5,Varios,510,RO/RO,solid,5,2,,MATCH_BAJO,baja,71,B_model+talle_diff+pack+color_solid,268,510,510-04 T4 BS Medias Antideslizante Rojo 2P,510-04 T35/39,2,4,solid,Terminado,9,269,510-01 T5 BS Medias Antideslizante Bl/Ne 2P,61,270,510-03 T5 BS Medias Antideslizante Blanco 2P,61,2026-07-10-v3
PU7964MNBL3,c2-907964-03,Puma 7964-03 CLYDE JUNIOR Q Mn/Bl 3,Puma,7964|907964,MN/BL,mix,3,2,7964-03|907964-03,MATCH_MEDIO,media,83,B_model+variant_code+talle_diff+pack+color_solid_partial_mix+color_tok_2+marca+jaccard_0.50,644,907964,907964-03 Puma Clyde Junior Quarter Mn/Bl 2P,907964-03 T110,2,4,solid,Terminado,11,996,7964 T3 Puma Clyde Junior Quarter Marino Logo Blanco 1Par,55,997,7964 T3 Puma Clyde Junior Quarter Blanco Logo Marino 1Par,55,2026-07-10-v3
PU7964RSBL3,c2-907964-04,Puma 7964-04 CLYDE JUNIOR Q Rs/Bl 3,Puma,7964|907964,RS/BL,mix,3,2,7964-04|907964-04,MATCH_MEDIO,media,83,B_model+variant_code+talle_diff+pack+color_solid_partial_mix+color_tok_2+marca+jaccard_0.50,646,907964,907964-04 Puma Clyde Junior Quarter Rs/Bl 2P,907964-04 T120,2,5,solid,Terminado,11,998,7964 T3 Puma Clyde Junior Quarter Rosa Logo Blanco 1Par,55,999,7964 T3 Puma Clyde Junior Quarter Blanco Logo Rosa 1Par,55,2026-07-10-v3
PU8022NEGMBL6,y2-888022/02,Puma 8022-02 Sport XXL Px3 Ne/Gm/Bl 6,Puma,8022|888022,NE/GM/BL,mix,6,3,8022-02|908022-02,MATCH_MEDIO,media,87,B_model+variant_code+talle_diff+pack+color_solid_partial_mix+color_tok_3+marca+jaccard_0.54,661,888022,888022-02 T6 Puma Sport  XXL Ne/Gm/Bl 3P,888022-02 T120,3,5,solid,Terminado,7,1100,8022 T6 Puma Sport  XXL Blanco Logo Negro 1Par,55,1101,8022 T6 Puma Sport  XXL Blanco Logo Gris 1Par,55,2026-07-10-v3
LE3953CRCR4,LE3953,Levis 3953-W004 Low Cut Sport 2P Cr/Cr 4,Levis,3953,CR/CR,solid,4,2,3953-W004|903953-W004,SIN_CANDIDATO,ninguna,,,,,,,,,,,0,,,,,,,2026-07-10-v3
LE3953MNMN4,LE3953,Levis 3953-W003 Low Cut Sport 2P Mn/Mn 4,Levis,3953,MN/MN,solid,4,2,3953-W003|903953-W003,SIN_CANDIDATO,ninguna,,,,,,,,,,,0,,,,,,,2026-07-10-v3
LE7870CRCR4,LE7870,Levis 7870-W004 Short Cut Logo Sport 2P Cr/Cr 4,Levis,7870,CR/CR,solid,4,2,7870-W004|907870-W004,SIN_CANDIDATO,ninguna,,,,,,,,,,,0,,,,,,,2026-07-10-v3
LE7870NENE4,LE7870,Levis 7870-W001 Short Cut Logo Sport 2P Ne/Ne 4,Levis,7870,NE/NE,solid,4,2,7870-W001|907870-W001,SIN_CANDIDATO,ninguna,,,,,,,,,,,0,,,,,,,2026-07-10-v3
LE8459AEMN5,LE8459,Levis 8459-M001 Reg Cut Bandana Print 2P Ae/Mn 5,Levis,8459,AE/MN,mix,5,2,8459-M001|908459-M001,SIN_CANDIDATO,ninguna,,,,,,,,,,,0,,,,,,,2026-07-10-v3
LE8459BLM45,LE8459,Levis 8459-M002 Reg Cut Bandana Print 2P Bl/M4 5,Levis,8459,BL/M4,mix,5,2,8459-M002|908459-M002,SIN_CANDIDATO,ninguna,,,,,,,,,,,0,,,,,,,2026-07-10-v3
PU7946BLBL5,PU7946,Puma 7946-02 Heritage Quarter 2P Bl/Bl 5,Puma,7946,BL/BL,solid,5,2,7946-02|907946-02,SIN_CANDIDATO,ninguna,,,,,,,,,,,0,,,,,,,2026-07-10-v3
PU7946NENE5,PU7946,Puma 7946-01 Heritage Quarter 2P Ne/Ne 5,Puma,7946,NE/NE,solid,5,2,7946-01|907946-01,SIN_CANDIDATO,ninguna,,,,,,,,,,,0,,,,,,,2026-07-10-v3
SEAT2409BLNE4,AT2409,Atomik 2409 Medias Padel Blanco/Negro 4,Atomik,2409,BL/NE,mix,4,,,SIN_CANDIDATO,ninguna,,,,,,,,,,,0,,,,,,,2026-07-10-v3
SEAT2409NEBL4,AT2409,Atomik 2409 Medias Padel Negro/Blanco 4,Atomik,2409,NE/BL,mix,4,,,SIN_CANDIDATO,ninguna,,,,,,,,,,,0,,,,,,,2026-07-10-v3
SEAT2410BLNE5,AT2410,Atomik 2410 Medias Futbol 1P Blanco/Negro 5,Atomik,2410,BL/NE,mix,5,,,SIN_CANDIDATO,ninguna,,,,,,,,,,,0,,,,,,,2026-07-10-v3
SEAT2410MNBL4,AT2410,Atomik 2410 Medias Futbol 1P Marino/Blanco 4,Atomik,2410,MN/BL,mix,4,,,SIN_CANDIDATO,ninguna,,,,,,,,,,,0,,,,,,,2026-07-10-v3
SEAT2410NEBL3,AT2410,Atomik 2410 Medias Futbol 1P Negro/Blanco 3,Atomik,2410,NE/BL,mix,3,,,SIN_CANDIDATO,ninguna,,,,,,,,,,,0,,,,,,,2026-07-10-v3
SEPB4053MNBL5,PB4053,Puma 4053 (Medias)Cai Home Socks 2026 Marino/Blanco 5,Puma Bra,4053|2026,MN/BL,mix,5,,,SIN_CANDIDATO,ninguna,,,,,,,,,,,0,,,,,,,2026-07-10-v3
SEPB4053ROBL4,PB4053,Puma 4053 (Medias)Cai Home Socks 2026 Rojo/Blanco 4,Puma Bra,4053|2026,RO/BL,mix,4,,,SIN_CANDIDATO,ninguna,,,,,,,,,,,0,,,,,,,2026-07-10-v3
SEPB4053ROBL5,PB4053,Puma 4053 (Medias)Cai Home Socks 2026 Rojo/Blanco 5,Puma Bra,4053|2026,RO/BL,mix,5,,,SIN_CANDIDATO,ninguna,,,,,,,,,,,0,,,,,,,2026-07-10-v3
SEPB4054MNBL5,PB4054,Puma 4054 (Panto)Cai Stirup Away I 2026 Marino/Blanco 5,Puma Bra,4054|2026,MN/BL,mix,5,,,SIN_CANDIDATO,ninguna,,,,,,,,,,,0,,,,,,,2026-07-10-v3
SEPB4054ROBL5,PB4054,Puma 4054 (Panto)Cai Stirup Home 2026 Rojo/Blanco 5,Puma Bra,4054|2026,RO/BL,mix,5,,,SIN_CANDIDATO,ninguna,,,,,,,,,,,0,,,,,,,2026-07-10-v3
SEPB4055FUNE5,PB4055,Puma 4055 (Panto)Cai Stirup Socks GK Away 2026 Fucsia/Negro 5,Puma Bra,4055|2026,FU/NE,mix,5,,,SIN_CANDIDATO,ninguna,,,,,,,,,,,0,,,,,,,2026-07-10-v3
SEPB4055GRNE5,PB4055,Puma Bra 4055 (Panto)Cai Stirup GK Third ADP 2026 (78098)Gris/Negro 5,Puma Bra,4055|2026|78098,GR/NE,mix,5,,,SIN_CANDIDATO,ninguna,,,,,,,,,,,0,,,,,,,2026-07-10-v3
SEPB4055VEBL5,PB4055,Puma 4055 (Panto)Cai Stirup Socks GK Home 2026 Verde/Blanco 5,Puma Bra,4055|2026,VE/BL,mix,5,,,SIN_CANDIDATO,ninguna,,,,,,,,,,,0,,,,,,,2026-07-10-v3
SEPB4056FUNE5,PB4056,Puma 4056 (Medias)Cai Socks GK Away I 2026 Fucsia/Negro 5,Puma Bra,4056|2026,FU/NE,mix,5,,,SIN_CANDIDATO,ninguna,,,,,,,,,,,0,,,,,,,2026-07-10-v3
SEPB4056GRNE5,PB4056,Puma 4056 (Medias)Cai GK Third ADP 2026 (78098)Gris/Negro 5,Puma Bra,4056|2026|78098,GR/NE,mix,5,,,SIN_CANDIDATO,ninguna,,,,,,,,,,,0,,,,,,,2026-07-10-v3
SEPB4056VEBL5,PB4056,Puma 4056 (Medias)Cai Socks GK Home 2026 Verde/Blanco 5,Puma Bra,4056|2026,VE/BL,mix,5,,,SIN_CANDIDATO,ninguna,,,,,,,,,,,0,,,,,,,2026-07-10-v3
SETP251BLNE3,TP251,Templo 251 Antideslizante Blanco/Negro 3,Templo,251,BL/NE,mix,3,,,SIN_CANDIDATO,ninguna,,,,,,,,,,,0,,,,,,,2026-07-10-v3
SETP251BLNE5,TP251,Templo  Antideslizante Blanco/Negro 5,Templo,251,BL/NE,mix,5,,,SIN_CANDIDATO,ninguna,,,,,,,,,,,0,,,,,,,2026-07-10-v3
SETP251NEBL3,TP251,Templo 251 Antideslizante Negro/Blanco 3,Templo,251,NE/BL,mix,3,,,SIN_CANDIDATO,ninguna,,,,,,,,,,,0,,,,,,,2026-07-10-v3
SETP251NEBL5,TP251,Templo Antideslizante Negro/Blanco 5,Templo,251,NE/BL,mix,5,,,SIN_CANDIDATO,ninguna,,,,,,,,,,,0,,,,,,,2026-07-10-v3
SEbw8869MNMN1,a6-8869/60,Puma BW 8869 Basic Boxer Marino/Marino S,Puma BW,8869,MN/MN,solid,1,,,SIN_CANDIDATO,ninguna,,,,,,,,,,,0,,,,,,,2026-07-10-v3
SEbw8869MNMN2,b6-8869/60,Puma BW 8869 Basic Boxer Marino/Marino M,Puma BW,8869,MN/MN,solid,2,,,SIN_CANDIDATO,ninguna,,,,,,,,,,,0,,,,,,,2026-07-10-v3
SEbw8869MNMN3,c6-8869/60,Puma BW 8869 Basic Boxer Marino/Marino L,Puma BW,8869,MN/MN,solid,3,,,SIN_CANDIDATO,ninguna,,,,,,,,,,,0,,,,,,,2026-07-10-v3
SEbw8869MNMN4,d6-8869/60,Puma BW 8869 Basic Boxer Marino/Marino XL,Puma BW,8869,MN/MN,solid,4,,,SIN_CANDIDATO,ninguna,,,,,,,,,,,0,,,,,,,2026-07-10-v3
SEbw8869MNMN5,d8-8869/60,Puma BW 8869 Basic Boxer Marino/Marino XXL,Puma BW,8869,MN/MN,solid,5,,,SIN_CANDIDATO,ninguna,,,,,,,,,,,0,,,,,,,2026-07-10-v3
SEbw8869NE1,a1-8869/08-S,Puma BW 8869 Basic Boxer Negro 1,Puma BW,8869,NE,solid,1,,,SIN_CANDIDATO,ninguna,,,,,,,,,,,0,,,,,,,2026-07-10-v3
SEbw8869NE2,b1-8869/08-M,Puma BW 8869 Basic Boxer Negro 2,Puma BW,8869,NE,solid,2,,,SIN_CANDIDATO,ninguna,,,,,,,,,,,0,,,,,,,2026-07-10-v3
SEbw8869NE3,c1-8869/08-L,Puma BW 8869 Basic Boxer Negro 3,Puma BW,8869,NE,solid,3,,,SIN_CANDIDATO,ninguna,,,,,,,,,,,0,,,,,,,2026-07-10-v3
SEbw8869NE4,d1-8869/08-XL,Puma BW 8869 Basic Boxer Negro 4,Puma BW,8869,NE,solid,4,,,SIN_CANDIDATO,ninguna,,,,,,,,,,,0,,,,,,,2026-07-10-v3
SEbw8869NE5,d8-8869/08-XXL,Puma BW 8869 Basic Boxer Negro XXL,Puma BW,8869,NE,solid,5,,,SIN_CANDIDATO,ninguna,,,,,,,,,,,0,,,,,,,2026-07-10-v3
VA507BLBLBL4,VA507,Varios 513 BS Soquete Bl/Bl/Bl 4,Varios,507|513,BL/BL/BL,solid,4,3,,SIN_CANDIDATO,ninguna,,,,,,,,,,,0,,,,,,,2026-07-10-v3
VA507BLBLBL5,VA507,Varios 513 BS Soquete Bl/Bl/Bl 5,Varios,507|513,BL/BL/BL,solid,5,3,,SIN_CANDIDATO,ninguna,,,,,,,,,,,0,,,,,,,2026-07-10-v3
VA507NENENE4,VA507,Varios 513 BS Soquete Ne/Ne/Ne 4,Varios,507|513,NE/NE/NE,solid,4,3,,SIN_CANDIDATO,ninguna,,,,,,,,,,,0,,,,,,,2026-07-10-v3
VA517BLBL4,VA517,Varios 512 BS Soquete Anti Px2 Bl/Bl 4,Varios,517|512,BL/BL,solid,4,2,,SIN_CANDIDATO,ninguna,,,,,,,,,,,0,,,,,,,2026-07-10-v3
VA517BLBL5,VA517,Varios 512 BS Soquete Anti Px2 Bl/Bl 5,Varios,517|512,BL/BL,solid,5,2,,SIN_CANDIDATO,ninguna,,,,,,,,,,,0,,,,,,,2026-07-10-v3
VA517NENE4,VA517,Varios 512 BS Soquete Anti Px2 Ne/Ne 4,Varios,517|512,NE/NE,solid,4,2,,SIN_CANDIDATO,ninguna,,,,,,,,,,,0,,,,,,,2026-07-10-v3
VA517NENE5,VA517,Varios 512 BS Soquete Anti Px2 Ne/Ne 5,Varios,517|512,NE/NE,solid,5,2,,SIN_CANDIDATO,ninguna,,,,,,,,,,,0,,,,,,,2026-07-10-v3
KP610BLGMNE6,KP610,Kamp 610 Tripack Bl/Gm/Ne 6,Kamp ,610,BL/GM/NE,mix,6,3,,SIN_MATCH_CONFIABLE,ninguna,54,B_model+talle_diff+pack+color_solid_partial_mix+color_tok_3+marca+jaccard_0.67,340,610,610 T4 Kamp Tripack  Bl/Gm/Ne 3P,,3,4,solid,Terminado,6,343,610 T5 Kamp Tripack Bl/Gm/Ne 3P,54,341,610 T4 Kamp Tripack Blanco 3P,42,2026-07-10-v3
LE7538BLNE5,LE7538,Levis 7538-M004 Mid Cut Sport Stripe 2P Bl/Ne 5,Levis,7538,BL/NE,mix,5,2,7538-M004|907538-M004,SIN_MATCH_CONFIABLE,ninguna,51,B_model+talle+pack_mismatch_1par+color_logo_as_mix_partial+color_tok_1+marca,1105,,7538 T5 Levis Mid Cut Batwing Logo Negro Logo Rojo 1Par,,1,5,logo,Fabricado,3,1107,7538 T5 Levis Mid Cut Sport Stripe Blanco Logo Rojo 1Par,38,1106,7538 T5 Levis Mid Cut Batwing Logo Marino Logo Rojo 1Par,33,2026-07-10-v3
